Bathrooms,Bedrooms,Built Year,Garage Space,Kitchens,Price,Square Feet,Property Type_Condominium,Property Type_Duplex,Property Type_Manufactured Home,Property Type_Multi Family,Property Type_Retail,Property Type_Single Family Residence,Property Type_Townhouse,Property Type_Unimproved Land,Property Type_Warehouse,City_Regina,City_Saskatoon
3,5,2013,2,2,529900,1291,0,0,0,0,0,1,0,0,0,1,0
2,3,2011,1,2,219900,858,0,0,0,0,0,1,0,0,0,1,0
1,0,1949,0,1,105000,338,0,0,0,0,0,1,0,0,0,0,1
3,5,1998,2,2,545000,1271,0,0,0,0,0,1,0,0,0,0,1
3,3,2023,2,1,674900,1916,0,0,0,0,1,0,0,0,0,0,1
4,4,1983,2,1,459900,1373,0,0,0,0,0,1,0,0,0,1,0
1,1,1979,1,1,79900,596,1,0,0,0,0,0,0,0,0,1,0
2,2,2019,1,1,749900,1132,1,0,0,0,0,0,0,0,0,0,1
1,2,2000,1,1,229900,935,0,0,0,0,0,0,1,0,0,1,0
1,2,1999,1,1,209000,911,1,0,0,0,0,0,0,0,0,1,0
1,2,2010,1,1,130000,909,0,0,0,0,0,0,1,0,0,0,1
3,3,2023,2,1,629900,1573,0,0,0,0,1,0,0,0,0,0,1
3,4,2014,2,1,429900,1280,0,0,0,0,1,0,0,0,0,1,0
1,3,1930,1,1,144900,648,0,0,0,0,0,1,0,0,0,1,0
3,5,2014,2,1,595900,1257,0,0,0,0,0,1,0,0,0,0,1
3,3,2007,2,1,389900,1215,0,0,0,0,1,0,0,0,0,0,1
2,4,1980,1,1,375000,828,0,0,0,0,0,1,0,0,0,0,1
2,4,2023,2,2,349900,827,0,0,0,0,0,1,0,0,0,1,0
2,3,1986,2,1,142500,1399,1,0,0,0,0,0,0,0,0,1,0
2,4,1958,1,2,275000,768,0,0,0,0,0,1,0,0,0,0,1
1,3,1949,1,1,179900,840,0,0,0,0,0,1,0,0,0,1,0
1,4,1912,1,1,334900,1240,0,0,0,0,1,0,0,0,0,1,0
4,5,1983,2,2,624900,2620,0,0,0,0,0,1,0,0,0,0,1
1,2,2013,2,1,210000,861,1,0,0,0,0,0,0,0,0,1,0
4,5,1986,2,1,689000,1989,0,0,0,0,1,0,0,0,0,0,1
2,1,2018,1,1,278900,827,0,0,0,0,1,0,0,0,0,0,1
1,1,2014,1,1,193900,646,1,0,0,0,0,0,0,0,0,0,1
2,2,2013,2,1,259900,1114,0,0,0,0,0,0,1,0,0,0,1
1,2,1929,2,1,319900,890,0,0,0,0,0,1,0,0,0,0,1
1,1,1981,1,1,119900,797,1,0,0,0,0,0,0,0,0,0,1
3,2,2005,1,1,316000,1199,0,0,0,0,1,0,0,0,0,0,1
3,3,2020,2,1,424900,1255,0,0,0,0,1,0,0,0,0,1,0
3,4,1980,2,1,599900,1922,0,0,0,0,1,0,0,0,0,0,1
3,4,2020,2,1,679900,1206,0,0,0,0,0,0,1,0,0,0,1
3,3,2024,1,1,682900,1639,0,0,0,0,1,0,0,0,0,0,1
2,3,1972,2,1,239900,875,0,0,0,0,0,1,0,0,0,1,0
1,1,1928,2,1,90000,820,0,0,0,0,0,1,0,0,0,1,0
3,4,1985,2,1,419900,1076,0,0,0,0,0,1,0,0,0,0,1
2,4,1907,1,2,139700,1388,0,0,0,0,1,0,0,0,0,1,0
2,2,1992,1,1,498500,1485,1,0,0,0,0,0,0,0,0,0,1
3,4,1994,2,1,588900,1882,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,449900,1404,0,0,0,0,1,0,0,0,0,0,1
1,2,1999,1,1,199900,1102,1,0,0,0,0,0,0,0,0,1,0
3,3,2024,2,1,492900,1669,0,0,0,0,1,0,0,0,0,0,1
1,2,1913,1,1,299900,1195,0,0,0,0,0,1,0,0,0,1,0
1,4,1974,2,1,210000,1090,0,0,0,0,0,1,0,0,0,1,0
3,5,2011,2,1,740900,1625,0,0,0,0,0,1,0,0,0,1,0
1,2,2011,1,1,209900,904,0,0,0,0,0,0,1,0,0,1,0
2,4,1974,1,1,245000,1036,0,0,0,0,0,1,0,0,0,1,0
1,4,1928,1,1,173500,1115,0,0,0,0,0,1,0,0,0,0,1
2,3,1986,1,1,349900,906,0,0,0,0,0,1,0,0,0,1,0
3,4,1986,2,1,449900,1100,0,0,0,0,0,1,0,0,0,0,1
2,1,1991,2,1,374900,1324,1,0,0,0,0,0,0,0,0,0,1
4,4,2011,2,1,1049900,2386,0,0,0,0,1,0,0,0,0,1,0
1,2,1982,2,1,159900,869,1,0,0,0,0,0,0,0,0,1,0
1,2,1928,1,1,69400,800,0,0,0,0,0,1,0,0,0,1,0
3,2,2014,1,1,359900,1485,0,0,0,0,0,0,1,0,0,0,1
2,2,2007,1,1,434000,1158,1,0,0,0,0,0,0,0,0,0,1
1,3,1963,2,1,269900,1040,0,0,0,0,0,1,0,0,0,1,0
2,2,2008,1,1,354900,1200,1,0,0,0,0,0,0,0,0,1,0
3,3,2024,2,1,457900,1515,0,0,0,0,1,0,0,0,0,1,0
3,5,1980,2,1,484898,1313,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,614900,1756,0,0,0,0,1,0,0,0,0,0,1
1,1,1922,1,1,99900,622,0,0,0,0,0,1,0,0,0,0,1
2,5,1956,1,2,329000,1008,0,0,0,0,0,1,0,0,0,1,0
2,5,1964,2,2,309900,1091,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,2,1,599900,1691,0,0,0,0,1,0,0,0,0,0,1
4,5,2016,3,1,2490000,3594,0,0,0,0,1,0,0,0,0,0,1
1,2,1982,1,1,174900,737,1,0,0,0,0,0,0,0,0,0,1
2,4,2010,1,2,329900,1020,0,0,0,0,0,1,0,0,0,1,0
3,2,2014,1,1,379900,800,0,0,0,0,0,1,0,0,0,1,0
3,5,1979,1,2,349000,1305,0,0,0,0,0,1,0,0,0,0,1
3,3,2022,2,1,999900,3096,0,0,0,0,1,0,0,0,0,1,0
4,4,1971,2,1,899900,4370,0,0,0,0,1,0,0,0,0,1,0
1,1,2013,1,1,199900,657,1,0,0,0,0,0,0,0,0,1,0
2,3,1948,1,1,127500,900,0,0,0,0,0,1,0,0,0,1,0
1,2,1946,2,1,218000,720,0,0,0,0,0,1,0,0,0,1,0
3,3,2019,1,1,430000,1423,0,0,0,0,0,0,1,0,0,0,1
3,3,2024,1,1,478300,1486,0,0,0,0,1,0,0,0,0,0,1
2,4,1913,1,1,279900,1398,0,0,0,0,1,0,0,0,0,1,0
2,2,2012,1,1,339900,1055,1,0,0,0,0,0,0,0,0,1,0
1,2,1921,1,1,88000,733,0,0,0,0,0,1,0,0,0,1,0
2,4,1912,1,2,274900,1661,0,0,0,0,1,0,0,0,0,1,0
1,3,1977,0,1,34900,1010,0,0,1,0,0,0,0,0,0,0,1
3,3,1973,2,1,259800,1408,0,0,0,0,1,0,0,0,0,1,0
2,5,1959,2,1,429900,1066,0,0,0,0,0,1,0,0,0,0,1
2,1,1916,1,1,524900,2290,0,0,0,0,0,0,0,0,1,0,1
1,3,1973,1,1,179900,924,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,1,1,529900,1695,0,0,0,0,1,0,0,0,0,0,1
4,5,1978,1,3,593900,3700,0,0,0,0,1,0,0,0,0,0,1
1,3,1947,1,1,224900,982,0,0,0,0,0,1,0,0,0,1,0
2,3,2009,2,1,288900,1083,0,0,0,0,0,0,1,0,0,0,1
4,5,2008,2,1,994900,2880,0,0,0,0,1,0,0,0,0,0,1
2,2,1987,1,1,233333,1196,1,0,0,0,0,0,0,0,0,0,1
3,3,2024,2,1,619900,2020,0,0,0,0,1,0,0,0,0,1,0
3,5,2012,2,2,519900,1163,0,0,0,0,0,1,0,0,0,1,0
2,3,1951,1,1,260000,852,0,0,0,0,0,1,0,0,0,1,0
2,2,2013,1,1,269900,915,0,0,0,0,0,0,1,0,0,1,0
4,4,2012,2,1,499900,1768,0,0,0,0,1,0,0,0,0,0,1
1,1,1963,1,1,124900,533,0,0,0,0,0,1,0,0,0,1,0
3,4,1991,2,1,689000,2173,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,714900,1656,0,0,0,0,1,0,0,0,0,0,1
4,5,1915,1,2,688800,2182,0,0,0,0,1,0,0,0,0,0,1
1,3,1977,1,1,159900,960,0,0,0,0,0,0,1,0,0,1,0
4,4,2018,2,1,749900,2176,0,0,0,0,1,0,0,0,0,1,0
4,5,2019,3,2,1129000,2730,0,0,0,0,1,0,0,0,0,0,1
3,3,2014,1,1,369900,1340,0,0,0,0,1,0,0,0,0,0,1
1,2,1929,1,1,69900,646,0,0,0,0,0,1,0,0,0,1,0
2,5,1934,1,1,229900,865,0,0,0,0,0,1,0,0,0,0,1
1,2,1936,1,1,186500,778,0,0,0,0,0,1,0,0,0,0,1
2,5,1952,1,2,229000,1224,0,0,0,0,0,1,0,0,0,1,0
2,2,1983,1,1,194900,980,1,0,0,0,0,0,0,0,0,0,1
2,3,1927,2,1,175000,1007,0,0,0,0,0,1,0,0,0,1,0
1,1,1968,1,1,249900,797,1,0,0,0,0,0,0,0,0,0,1
4,3,2020,1,1,429900,1151,0,0,0,0,1,0,0,0,0,0,1
2,2,2010,1,1,238500,1140,1,0,0,0,0,0,0,0,0,1,0
1,3,1968,1,1,239900,1008,0,0,0,0,0,0,1,0,0,1,0
1,1,2002,1,1,192900,793,1,0,0,0,0,0,0,0,0,0,1
2,2,2014,1,1,229900,935,0,0,0,0,1,0,0,0,0,1,0
2,3,1912,1,1,345000,1460,0,0,0,0,1,0,0,0,0,0,1
2,2,2009,1,1,354900,1270,1,0,0,0,0,0,0,0,0,1,0
1,3,1913,1,1,179900,1006,0,0,0,0,0,1,0,0,0,1,0
1,2,1946,0,1,179900,640,0,0,0,0,0,1,0,0,0,0,1
3,4,1982,1,1,315000,1070,0,0,0,0,0,1,0,0,0,1,0
2,4,1991,2,1,424900,1125,0,0,0,0,0,1,0,0,0,0,1
3,3,2021,1,1,474900,1457,0,0,0,0,1,0,0,0,0,1,0
3,3,2024,2,1,484900,1420,0,0,0,0,1,0,0,0,0,0,1
1,3,1975,2,1,189900,924,0,0,0,0,0,1,0,0,0,1,0
3,3,2009,1,1,344900,1255,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,443900,1485,0,0,0,0,1,0,0,0,0,1,0
3,4,2024,2,1,562900,1830,0,0,0,0,1,0,0,0,0,1,0
2,4,1955,2,1,287000,1120,0,0,0,0,0,1,0,0,0,1,0
2,2,1996,1,1,389900,1132,1,0,0,0,0,0,0,0,0,0,1
3,5,1981,2,1,379900,1722,0,0,0,0,0,1,0,0,0,1,0
1,1,1967,1,1,159900,732,1,0,0,0,0,0,0,0,0,0,1
2,5,1962,2,2,375000,1050,0,0,0,0,0,1,0,0,0,1,0
3,4,1996,2,1,495000,1759,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,443900,1485,0,0,0,0,1,0,0,0,0,1,0
2,5,1961,1,2,319900,888,0,0,0,0,0,1,0,0,0,1,0
1,3,1972,2,1,257000,850,0,0,0,0,0,1,0,0,0,0,1
2,3,1959,2,1,309900,912,0,0,0,0,0,1,0,0,0,1,0
1,3,1913,1,1,179900,1006,0,0,0,0,0,1,0,0,0,1,0
3,5,2010,2,1,529900,1319,0,0,0,0,0,1,0,0,0,1,0
1,1,2017,1,1,174900,425,0,0,0,0,0,0,1,0,0,1,0
2,3,2011,1,1,270000,1159,0,0,0,0,0,0,1,0,0,0,1
1,2,2013,1,1,174900,656,1,0,0,0,0,0,0,0,0,0,1
1,3,1969,1,1,166900,1008,0,0,0,0,1,0,0,0,0,1,0
4,4,1971,2,1,899900,4370,0,0,0,0,1,0,0,0,0,1,0
2,5,1974,1,2,349900,807,0,0,0,0,0,1,0,0,0,0,1
2,5,1969,2,2,349900,1168,0,0,0,0,0,1,0,0,0,1,0
4,5,2013,3,1,949900,2465,0,0,0,0,1,0,0,0,0,0,1
1,2,1976,1,1,149900,832,0,0,0,0,0,0,1,0,0,1,0
2,3,1955,2,1,350000,1044,0,0,0,0,0,1,0,0,0,1,0
4,5,1923,2,2,979000,2326,0,0,0,0,0,1,0,0,0,0,1
3,3,2015,2,1,415900,1471,0,0,0,0,1,0,0,0,0,1,0
3,4,1912,1,3,399900,2348,0,0,0,0,1,0,0,0,0,0,1
2,4,1961,2,2,312500,1052,0,0,0,0,0,1,0,0,0,1,0
3,5,2013,2,1,709000,1772,0,0,0,0,0,1,0,0,0,1,0
4,3,2014,2,1,540000,1515,0,0,0,0,1,0,0,0,0,1,0
1,3,1952,1,1,149900,1084,0,0,0,0,1,0,0,0,0,0,1
1,2,1972,1,1,235000,969,1,0,0,0,0,0,0,0,0,1,0
2,2,2004,1,1,249990,1176,0,0,0,0,1,0,0,0,0,0,1
2,3,1963,2,1,314900,896,0,0,0,0,0,1,0,0,0,0,1
3,3,2010,2,1,629900,1987,0,0,0,0,1,0,0,0,0,1,0
2,2,2004,1,1,270000,1169,0,0,0,0,0,0,1,0,0,0,1
2,2,2012,1,1,384900,1356,1,0,0,0,0,0,0,0,0,1,0
1,2,1979,1,1,170000,971,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,649900,1568,0,0,0,0,1,0,0,0,0,0,1
3,3,1975,1,1,339900,1605,0,0,0,0,1,0,0,0,0,1,0
1,3,1974,1,1,69900,1462,0,0,1,0,0,0,0,0,0,0,1
2,2,2013,1,1,284900,947,1,0,0,0,0,0,0,0,0,1,0
2,5,1927,1,1,529900,1984,0,0,0,0,1,0,0,0,0,1,0
3,5,2013,2,1,709000,1772,0,0,0,0,0,1,0,0,0,1,0
4,4,2000,3,1,1349000,3637,0,0,0,0,1,0,0,0,0,1,0
1,1,1983,1,1,110000,721,0,0,0,0,0,0,1,0,0,1,0
2,3,2007,1,1,329900,1240,0,0,0,0,1,0,0,0,0,0,1
2,2,2009,1,1,349900,1207,1,0,0,0,0,0,0,0,0,1,0
3,4,1914,2,1,249900,1538,0,0,0,0,1,0,0,0,0,1,0
4,4,1964,1,1,329900,1610,0,0,0,0,0,1,0,0,0,1,0
2,2,2015,1,1,279900,861,1,0,0,0,0,0,0,0,0,0,1
3,3,2015,1,1,379900,1325,0,0,0,0,1,0,0,0,0,0,1
1,2,2012,2,1,199500,861,1,0,0,0,0,0,0,0,0,1,0
1,2,1979,1,1,114900,842,1,0,0,0,0,0,0,0,0,0,1
4,5,1985,2,1,589900,1849,0,0,0,0,1,0,0,0,0,1,0
1,1,1979,1,1,139900,540,1,0,0,0,0,0,0,0,0,0,1
4,4,2010,3,1,1045000,2310,0,0,0,0,1,0,0,0,0,0,1
2,4,1981,1,2,389900,880,0,0,0,0,0,1,0,0,0,0,1
3,3,2007,2,1,724900,1267,0,0,0,0,0,1,0,0,0,0,1
1,2,1968,1,1,299900,944,1,0,0,0,0,0,0,0,0,0,1
1,2,1914,1,1,219900,920,0,0,0,0,0,1,0,0,0,0,1
4,5,2025,3,1,1649900,2436,0,0,0,0,1,0,0,0,0,0,1
3,3,2025,2,1,479900,1484,0,0,0,0,1,0,0,0,0,0,1
2,2,2011,2,1,217900,958,1,0,0,0,0,0,0,0,0,1,0
2,2,2005,1,1,249900,1136,0,0,0,0,1,0,0,0,0,1,0
2,5,1946,0,2,249900,1434,0,0,0,0,0,1,0,0,0,0,1
2,5,1972,2,1,259000,875,0,0,0,0,0,1,0,0,0,0,1
3,4,1982,1,1,315000,1070,0,0,0,0,0,1,0,0,0,1,0
3,4,1979,1,1,349900,1120,0,0,0,0,0,1,0,0,0,1,0
2,3,2019,2,1,459900,1472,0,0,0,0,1,0,0,0,0,1,0
4,4,2013,2,1,380000,1242,0,0,0,0,1,0,0,0,0,0,1
1,2,1983,1,1,159900,825,0,0,0,0,0,0,1,0,0,1,0
3,2,2017,2,1,379900,1058,0,0,0,0,1,0,0,0,0,1,0
2,2,2008,1,1,315000,1153,1,0,0,0,0,0,0,0,0,1,0
3,3,2011,2,1,799900,1509,0,0,0,0,0,1,0,0,0,1,0
2,3,1971,1,1,369900,880,0,0,0,0,0,1,0,0,0,0,1
2,3,1984,2,1,299900,1007,0,0,0,0,0,1,0,0,0,1,0
2,5,1964,1,1,265000,1231,0,0,0,0,0,1,0,0,0,1,0
2,2,2013,1,1,509900,1453,1,0,0,0,0,0,0,0,0,1,0
3,3,2004,2,1,699900,1528,0,0,0,0,0,1,0,0,0,0,1
2,2,2008,1,1,279900,1136,0,0,0,0,1,0,0,0,0,1,0
2,4,1974,2,1,289000,919,0,0,0,0,0,1,0,0,0,1,0
4,4,2014,2,1,609900,1531,0,0,0,0,1,0,0,0,0,0,1
2,3,1962,2,1,289900,1445,0,0,0,0,0,1,0,0,0,0,1
4,4,2018,1,1,369900,1336,0,0,0,0,1,0,0,0,0,1,0
2,2,1994,1,1,264900,1378,1,0,0,0,0,0,0,0,0,1,0
2,3,1975,2,1,270000,900,0,0,0,0,0,1,0,0,0,1,0
1,3,2010,2,1,399900,1001,0,0,0,0,0,1,0,0,0,0,1
1,3,1982,1,1,114500,1260,0,0,1,0,0,0,0,0,0,0,1
2,5,1957,1,1,539900,1581,0,0,0,0,1,0,0,0,0,0,1
3,4,1984,2,1,649900,1703,0,0,0,0,0,1,0,0,0,0,1
2,1,2018,1,1,279900,842,0,0,0,0,1,0,0,0,0,0,1
1,1,2018,1,1,165000,506,0,0,0,0,0,0,1,0,0,1,0
1,2,1974,1,1,89900,909,1,0,0,0,0,0,0,0,0,1,0
4,5,1984,2,2,699900,2279,0,0,0,0,1,0,0,0,0,1,0
2,2,2015,1,1,209900,883,1,0,0,0,0,0,0,0,0,1,0
2,4,2010,1,2,329900,1020,0,0,0,0,0,1,0,0,0,1,0
3,3,1988,1,1,219900,976,0,0,0,0,0,0,1,0,0,0,1
2,4,1979,1,1,319500,1059,0,0,0,0,0,1,0,0,0,1,0
2,3,1987,0,1,262000,600,0,0,0,0,0,0,1,0,0,0,1
4,4,1973,2,1,549900,1596,0,0,0,0,1,0,0,0,0,1,0
4,5,1968,2,1,429900,2079,0,0,0,0,0,1,0,0,0,1,0
3,5,1999,2,1,529900,1250,0,0,0,0,0,1,0,0,0,0,1
2,2,1922,1,1,145000,672,0,0,0,0,0,1,0,0,0,1,0
2,2,2013,1,1,259900,906,1,0,0,0,0,0,0,0,0,1,0
1,4,1973,1,1,267000,1042,0,0,0,0,0,1,0,0,0,1,0
3,3,2019,3,1,997000,2508,0,0,0,0,1,0,0,0,0,0,1
1,4,1978,1,1,228000,980,0,0,0,0,0,0,1,0,0,0,1
4,5,2017,3,2,709900,2005,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,913900,2450,0,0,0,0,1,0,0,0,0,0,1
2,3,2014,1,1,332900,1265,0,0,0,0,1,0,0,0,0,0,1
1,2,1924,1,1,194900,836,0,0,0,0,0,1,0,0,0,1,0
4,5,2007,2,1,599800,2057,0,0,0,0,1,0,0,0,0,1,0
4,4,1979,3,1,719900,2582,0,0,0,0,1,0,0,0,0,0,1
2,3,2017,1,1,309000,1254,0,0,0,0,1,0,0,0,0,0,1
2,3,1966,0,1,314900,1063,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,697500,1848,0,0,0,0,1,0,0,0,0,0,1
2,4,1988,2,1,449900,1000,0,0,0,0,0,1,0,0,0,0,1
4,5,2023,2,2,679900,1744,0,0,0,0,1,0,0,0,0,0,1
2,2,2014,1,1,459900,1336,1,0,0,0,0,0,0,0,0,1,0
1,3,1931,0,1,179900,675,0,0,0,0,0,1,0,0,0,0,1
2,4,1971,2,1,305900,850,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,2,1,569900,1657,0,0,0,0,1,0,0,0,0,1,0
3,5,2012,3,1,1165000,2353,0,0,0,0,0,1,0,0,0,1,0
1,1,2013,1,1,164900,581,1,0,0,0,0,0,0,0,0,0,1
1,4,1962,1,1,234900,1050,0,0,0,0,0,1,0,0,0,1,0
1,1,2020,0,1,469900,730,1,0,0,0,0,0,0,0,0,0,1
4,4,1984,3,2,1095000,2131,0,0,0,0,1,0,0,0,0,0,1
3,3,2019,2,1,519900,1628,0,0,0,0,1,0,0,0,0,0,1
4,5,2003,3,1,739900,2355,0,0,0,0,1,0,0,0,0,0,1
2,4,1921,2,1,474900,1538,0,0,0,0,1,0,0,0,0,0,1
4,5,2006,2,2,574900,2048,0,0,0,0,1,0,0,0,0,1,0
3,3,2016,1,1,379000,1340,0,0,0,0,1,0,0,0,0,0,1
2,2,2016,1,1,674900,1195,1,0,0,0,0,0,0,0,0,0,1
2,3,1962,1,2,369900,756,0,0,0,0,0,1,0,0,0,0,1
3,5,1972,2,1,659000,2068,0,0,0,0,0,1,0,0,0,0,1
2,2,1995,1,1,329900,1332,1,0,0,0,0,0,0,0,0,0,1
2,2,1997,1,1,329900,1040,0,0,0,0,1,0,0,0,0,1,0
1,2,1912,1,1,84900,720,0,0,0,0,0,1,0,0,0,1,0
2,3,1914,1,1,285000,1475,1,0,0,0,0,0,0,0,0,1,0
1,2,1961,1,1,237000,816,0,0,0,0,0,1,0,0,0,1,0
2,3,1959,2,1,424900,1176,0,0,0,0,0,1,0,0,0,0,1
3,3,1955,3,1,499900,2224,0,0,0,0,1,0,0,0,0,0,1
2,3,1986,2,1,142500,1399,1,0,0,0,0,0,0,0,0,1,0
4,5,2012,3,1,749900,1941,0,0,0,0,1,0,0,0,0,0,1
3,4,1978,1,1,314900,1057,0,0,0,0,0,1,0,0,0,1,0
1,3,1927,0,1,134900,720,0,0,0,0,0,1,0,0,0,0,1
4,5,1914,3,2,1774900,4109,0,0,0,0,1,0,0,0,0,0,1
1,3,1953,1,1,194500,740,0,0,0,0,0,1,0,0,0,1,0
2,3,2024,1,1,369900,1423,0,0,0,0,1,0,0,0,0,0,1
2,1,2018,1,1,279900,827,0,0,0,0,1,0,0,0,0,0,1
2,2,2021,1,1,654900,1055,1,0,0,0,0,0,0,0,0,0,1
4,5,2009,2,1,839900,1968,0,0,0,0,1,0,0,0,0,1,0
3,2,2014,1,1,369900,1358,0,0,0,0,1,0,0,0,0,1,0
2,4,1974,2,1,399900,1668,0,0,0,0,0,1,0,0,0,1,0
4,4,2007,2,1,549900,1614,0,0,0,0,1,0,0,0,0,0,1
1,2,1971,1,1,179900,926,1,0,0,0,0,0,0,0,0,1,0
1,1,1979,2,1,74900,603,1,0,0,0,0,0,0,0,0,1,0
2,3,1928,1,1,158500,1450,0,0,0,0,1,0,0,0,0,1,0
4,4,2014,2,1,789900,2401,0,0,0,0,1,0,0,0,0,0,1
2,3,1993,2,1,254900,1116,0,0,0,0,1,0,0,0,0,1,0
2,5,1959,1,1,332000,1040,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,443900,1485,0,0,0,0,1,0,0,0,0,1,0
2,5,1974,2,2,369900,1688,0,0,0,0,0,1,0,0,0,1,0
2,2,2004,1,1,450000,1348,1,0,0,0,0,0,0,0,0,0,1
2,2,1949,2,1,269900,880,0,0,0,0,0,1,0,0,0,0,1
2,4,1963,1,2,319999,1071,0,0,0,0,0,1,0,0,0,1,0
4,3,2013,1,1,499900,1502,0,0,0,0,1,0,0,0,0,0,1
2,2,2019,1,1,344500,1058,1,0,0,0,0,0,0,0,0,0,1
2,3,1922,1,2,215000,632,0,0,0,0,0,1,0,0,0,1,0
1,2,2023,1,1,429900,1195,0,0,0,0,0,0,1,0,0,1,0
2,5,1927,1,1,529900,1984,0,0,0,0,1,0,0,0,0,1,0
4,5,1960,1,1,799900,2000,0,0,0,0,0,1,0,0,0,0,1
1,2,1928,2,1,219000,888,0,0,0,0,0,1,0,0,0,1,0
2,4,1945,1,1,304900,792,0,0,0,0,0,1,0,0,0,1,0
2,3,1955,2,2,247500,960,0,0,0,0,0,1,0,0,0,1,0
3,5,1966,0,2,549000,2016,0,1,0,0,0,0,0,0,0,0,1
2,2,2010,1,1,238500,1140,1,0,0,0,0,0,0,0,0,1,0
3,3,2024,2,1,489900,1523,0,0,0,0,1,0,0,0,0,0,1
4,5,2020,2,2,719900,1463,0,0,0,0,0,1,0,0,0,0,1
3,5,2021,3,1,1799900,2174,1,0,0,0,0,0,0,0,0,0,1
2,4,1964,1,2,325000,1594,0,1,0,0,0,0,0,0,0,1,0
3,3,2020,3,1,629000,1598,0,0,0,0,1,0,0,0,0,0,1
3,4,1999,2,1,510000,1491,0,0,0,0,0,1,0,0,0,1,0
2,3,1963,2,1,374900,1111,0,0,0,0,0,1,0,0,0,1,0
4,4,2005,2,1,642000,1825,0,0,0,0,1,0,0,0,0,0,1
3,4,1973,2,1,615000,2262,0,0,0,0,1,0,0,0,0,1,0
2,4,1929,2,1,379000,1072,0,0,0,0,0,1,0,0,0,1,0
4,5,2023,2,1,849900,2418,0,0,0,0,1,0,0,0,0,0,1
1,1,2016,1,1,239900,686,1,0,0,0,0,0,0,0,0,0,1
1,2,1912,2,1,125000,605,0,0,0,0,0,1,0,0,0,1,0
1,1,1914,1,1,28900,622,0,0,0,0,0,1,0,0,0,1,0
1,1,1984,1,1,499900,980,1,0,0,0,0,0,0,0,0,0,1
3,3,2023,2,1,492900,1671,0,0,0,0,1,0,0,0,0,0,1
2,4,1945,1,1,304900,792,0,0,0,0,0,1,0,0,0,1,0
2,3,1972,1,1,294900,672,0,0,0,0,0,0,1,0,0,0,1
1,2,1955,2,1,148500,560,0,0,0,0,0,1,0,0,0,1,0
3,3,2017,2,1,449900,1386,0,0,0,0,1,0,0,0,0,1,0
3,3,1912,2,2,260000,1496,0,0,0,0,1,0,0,0,0,0,1
4,4,2018,2,2,689900,1636,0,0,0,0,1,0,0,0,0,1,0
2,4,1944,2,2,249000,836,0,0,0,0,0,1,0,0,0,1,0
2,4,1974,2,1,324900,1080,0,0,0,0,0,1,0,0,0,1,0
4,5,1966,1,1,539000,2186,0,0,0,0,1,0,0,0,0,1,0
2,2,1912,2,1,399900,1171,1,0,0,0,0,0,0,0,0,0,1
1,1,2014,1,1,234900,753,1,0,0,0,0,0,0,0,0,1,0
1,2,1981,1,1,209900,800,0,0,0,0,0,1,0,0,0,1,0
3,5,1946,2,3,359900,1144,0,0,0,0,0,1,0,0,0,0,1
1,1,2006,2,1,195500,938,1,0,0,0,0,0,0,0,0,1,0
1,1,1976,1,1,94500,796,1,0,0,0,0,0,0,0,0,1,0
3,4,1926,2,1,699000,2476,0,0,0,0,1,0,0,0,0,1,0
3,4,1992,2,1,999900,1932,0,0,0,0,0,1,0,0,0,0,1
3,3,2013,2,1,799900,2352,0,0,0,0,1,0,0,0,0,1,0
1,2,1970,1,1,249900,864,0,0,0,0,1,0,0,0,0,0,1
3,3,1911,1,1,749000,2152,0,0,0,0,1,0,0,0,0,0,1
3,4,2005,2,1,475000,1220,0,0,0,0,0,1,0,0,0,1,0
3,3,1975,2,1,289000,1615,0,0,0,0,1,0,0,0,0,1,0
2,3,1959,2,2,269900,1038,0,0,0,0,0,1,0,0,0,1,0
4,4,2007,2,2,1149900,2549,0,0,0,0,0,1,0,0,0,1,0
1,4,1953,2,1,179900,912,0,0,0,0,0,1,0,0,0,1,0
2,4,1977,1,1,309900,967,0,0,0,0,0,1,0,0,0,1,0
1,2,1927,2,1,49900,740,0,0,0,0,0,1,0,0,0,1,0
3,4,2012,2,1,589900,1560,0,0,0,0,0,1,0,0,0,0,1
2,5,1954,1,2,470000,1014,0,0,0,0,0,1,0,0,0,0,1
1,1,1985,1,1,229900,677,1,0,0,0,0,0,0,0,0,0,1
3,4,1987,2,1,509900,1632,0,0,0,0,0,1,0,0,0,1,0
2,2,2012,1,1,259900,1136,0,0,0,0,1,0,0,0,0,1,0
1,3,1973,1,1,197700,864,0,0,0,0,0,1,0,0,0,1,0
4,5,1914,1,3,430000,1696,0,0,0,0,1,0,0,0,0,0,1
