Bathrooms,Bedrooms,Built Year,Garage Space,Kitchens,Price,Square Feet,Property Type_Condominium,Property Type_Duplex,Property Type_Manufactured Home,Property Type_Multi Family,Property Type_Retail,Property Type_Single Family Residence,Property Type_Townhouse,Property Type_Unimproved Land,Property Type_Warehouse,City_Regina,City_Saskatoon
3,4,1982,1,1,315000,1070,0,0,0,0,0,1,0,0,0,1,0
3,4,1990,2,1,579900,1684,0,0,0,0,0,1,0,0,0,0,1
2,4,1973,1,1,389000,1390,0,0,0,0,0,1,0,0,0,1,0
3,3,1995,2,1,1450000,3244,0,0,0,0,0,1,0,0,0,1,0
2,4,1979,1,1,319500,1059,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,1,1,384900,1340,0,0,0,0,1,0,0,0,0,1,0
3,2,2010,1,1,639900,1875,1,0,0,0,0,0,0,0,0,0,1
2,3,1968,2,1,272700,1072,0,0,0,0,0,1,0,0,0,1,0
4,4,1979,2,1,629900,2405,0,0,0,0,1,0,0,0,0,0,1
3,3,2011,1,1,359900,1250,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,2,1,499900,1523,0,0,0,0,1,0,0,0,0,0,1
1,2,1974,1,1,49900,576,0,0,1,0,0,0,0,0,0,0,1
2,3,1965,1,1,219900,1120,0,0,0,0,1,0,0,0,0,0,1
1,4,1981,1,1,309900,1530,0,0,0,0,0,1,0,0,0,1,0
3,4,1974,2,2,399900,1916,0,0,0,0,1,0,0,0,0,1,0
2,5,2014,1,2,429900,1033,0,0,0,0,0,1,0,0,0,1,0
2,4,1967,1,1,429999,1008,0,0,0,0,0,1,0,0,0,0,1
2,2,1953,1,1,399900,1478,1,0,0,0,0,0,0,0,0,1,0
2,2,2012,1,1,339900,1055,1,0,0,0,0,0,0,0,0,1,0
1,2,1947,1,1,99900,480,0,0,0,0,0,1,0,0,0,1,0
3,5,1973,2,1,449800,1142,0,0,0,0,0,1,0,0,0,0,1
4,5,2005,3,1,2099900,2868,0,0,0,0,1,0,0,0,0,0,1
3,3,1912,1,1,509900,2242,0,0,0,0,1,0,0,0,0,0,1
3,5,1958,0,3,639900,2228,0,0,0,0,1,0,0,0,0,0,1
3,2,1996,1,1,469900,1582,0,0,0,0,1,0,0,0,0,0,1
2,3,1980,1,1,219900,1109,1,0,0,0,0,0,0,0,0,0,1
3,5,2014,3,1,975000,1800,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,544900,1657,0,0,0,0,1,0,0,0,0,1,0
2,1,1991,2,1,344900,1172,1,0,0,0,0,0,0,0,0,0,1
1,5,1908,1,1,258000,1705,0,0,0,0,1,0,0,0,0,1,0
3,4,2014,2,1,429900,1280,0,0,0,0,1,0,0,0,0,1,0
4,4,2017,2,2,1179900,2014,0,0,0,0,1,0,0,0,0,1,0
1,1,1987,1,1,124900,893,1,0,0,0,0,0,0,0,0,1,0
3,5,1978,2,1,539900,1405,0,0,0,0,0,1,0,0,0,0,1
1,2,2012,2,1,196000,861,0,0,0,0,0,0,1,0,0,1,0
3,5,2013,2,1,709000,1772,0,0,0,0,0,1,0,0,0,1,0
3,4,1975,2,1,599000,1367,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,489900,1523,0,0,0,0,1,0,0,0,0,0,1
3,4,2007,2,1,369990,1156,0,0,0,0,1,0,0,0,0,0,1
4,4,2014,3,1,714900,2161,0,0,0,0,1,0,0,0,0,1,0
2,2,2019,1,1,539900,815,1,0,0,0,0,0,0,0,0,0,1
3,4,1963,2,1,379900,1835,0,0,0,0,0,1,0,0,0,1,0
3,4,1965,1,1,334900,1084,0,0,0,0,0,1,0,0,0,1,0
3,4,1980,3,2,749900,1877,0,0,0,0,0,1,0,0,0,0,1
3,3,2024,2,1,384900,1456,0,0,0,0,1,0,0,0,0,0,1
3,3,2016,2,1,679900,1646,0,0,0,0,1,0,0,0,0,0,1
2,2,2013,1,1,263000,947,1,0,0,0,0,0,0,0,0,1,0
2,5,1958,1,2,364900,1080,0,0,0,0,0,1,0,0,0,0,1
4,5,2023,2,2,534900,1280,0,0,0,0,0,1,0,0,0,0,1
2,5,1953,2,2,367900,967,0,0,0,0,0,1,0,0,0,1,0
3,5,1971,3,1,485000,1776,0,0,0,0,0,1,0,0,0,1,0
3,4,2012,2,1,749900,1507,0,0,0,0,0,1,0,0,0,1,0
2,3,1988,1,1,342900,808,0,0,0,0,0,1,0,0,0,0,1
2,2,2014,1,1,214900,818,1,0,0,0,0,0,0,0,0,1,0
2,3,2013,1,1,283838,1254,0,0,0,0,0,0,1,0,0,0,1
2,3,1986,1,1,360000,887,0,0,0,0,0,1,0,0,0,1,0
2,2,2013,1,1,299900,926,1,0,0,0,0,0,0,0,0,1,0
4,5,2017,2,3,685000,1619,0,0,0,0,0,1,0,0,0,0,1
1,3,1947,2,1,199900,1000,0,0,0,0,0,1,0,0,0,1,0
2,3,1985,1,1,164900,1057,1,0,0,0,0,0,0,0,0,1,0
3,3,2021,2,1,559900,1625,0,0,0,0,1,0,0,0,0,0,1
3,5,1930,0,2,250000,1332,0,0,0,0,1,0,0,0,0,0,1
4,5,1911,2,2,629900,4057,0,0,0,0,1,0,0,0,0,1,0
3,3,1994,2,1,870000,1728,0,0,0,0,0,1,0,0,0,1,0
2,2,2023,1,1,259900,1030,0,0,0,0,1,0,0,0,0,0,1
3,4,1969,2,1,839900,1839,0,0,0,0,0,1,0,0,0,0,1
2,4,1958,2,1,595000,1599,0,0,0,0,0,1,0,0,0,1,0
3,3,1969,1,1,329900,1040,0,0,0,0,0,1,0,0,0,0,1
1,1,2016,1,1,252900,602,1,0,0,0,0,0,0,0,0,0,1
4,5,1984,1,2,587000,2240,0,0,0,0,1,0,0,0,0,0,1
3,3,2024,1,1,505900,1526,0,0,0,0,1,0,0,0,0,0,1
2,5,1967,1,2,399000,1704,0,1,0,0,0,0,0,0,0,1,0
2,2,1913,1,1,349900,1511,0,0,0,0,1,0,0,0,0,1,0
2,2,2012,1,1,310000,1087,1,0,0,0,0,0,0,0,0,1,0
2,2,2023,2,1,489900,1381,0,0,0,0,0,1,0,0,0,1,0
1,3,1921,2,1,254900,1189,0,0,0,0,1,0,0,0,0,0,1
4,5,1968,2,1,429900,2079,0,0,0,0,0,1,0,0,0,1,0
1,3,1920,2,1,254900,1160,0,0,0,0,0,1,0,0,0,0,1
3,3,1978,2,1,340000,1259,0,0,0,0,0,1,0,0,0,0,1
2,4,1976,1,1,329900,924,0,0,0,0,0,1,0,0,0,1,0
4,4,1991,2,1,1148000,2765,0,0,0,0,1,0,0,0,0,1,0
4,5,2013,3,1,655000,2103,0,0,0,0,1,0,0,0,0,0,1
2,3,2013,1,1,209900,1141,0,0,0,0,1,0,0,0,0,1,0
1,1,1969,1,1,129900,608,1,0,0,0,0,0,0,0,0,0,1
4,4,2016,2,1,875000,1790,0,0,0,0,1,0,0,0,0,1,0
1,2,1982,1,1,172900,850,1,0,0,0,0,0,0,0,0,0,1
4,4,2023,3,1,949000,2559,0,0,0,0,1,0,0,0,0,1,0
4,4,1992,2,1,565000,2095,0,0,0,0,1,0,0,0,0,1,0
1,2,1957,1,1,189900,711,0,0,0,0,0,1,0,0,0,1,0
2,2,1960,2,1,439900,1480,1,0,0,0,0,0,0,0,0,0,1
2,2,2005,1,1,270000,1182,0,0,0,0,1,0,0,0,0,0,1
4,5,2008,2,1,504900,1208,0,0,0,0,0,1,0,0,0,0,1
1,2,1967,1,1,189900,1008,0,0,0,0,0,0,1,0,0,0,1
2,3,1920,2,1,364500,1386,0,0,0,0,1,0,0,0,0,1,0
1,2,1954,2,1,81900,780,0,0,0,0,0,1,0,0,0,1,0
3,5,1977,2,1,549900,1322,0,0,0,0,0,1,0,0,0,0,1
2,3,1984,1,1,599000,2130,1,0,0,0,0,0,0,0,0,0,1
3,3,2014,1,1,364900,1265,0,0,0,0,1,0,0,0,0,0,1
3,3,1975,2,1,164900,1177,0,0,0,0,0,1,0,0,0,1,0
2,4,1962,3,3,359999,1196,0,0,0,0,0,1,0,0,0,1,0
2,3,2003,0,1,279000,1124,0,0,0,0,1,0,0,0,0,0,1
4,3,1983,2,1,659900,2750,0,0,0,0,1,0,0,0,0,1,0
3,3,2015,2,1,509900,1690,0,0,0,0,1,0,0,0,0,0,1
2,5,1949,1,2,209900,1072,0,0,0,0,0,1,0,0,0,1,0
2,5,1964,2,1,189900,1029,0,0,0,0,0,1,0,0,0,1,0
4,4,2021,2,1,625000,1576,0,0,0,0,1,0,0,0,0,1,0
4,3,2004,3,1,1397500,2706,0,0,0,0,0,1,0,0,0,0,1
1,1,1969,1,1,140000,643,0,0,0,0,1,0,0,0,0,0,1
1,1,2015,1,1,204000,605,1,0,0,0,0,0,0,0,0,0,1
2,2,2012,2,1,309900,829,0,0,0,0,0,0,1,0,0,1,0
1,2,1924,2,1,189000,720,0,0,0,0,0,1,0,0,0,1,0
3,3,2016,2,1,525000,1509,0,0,0,0,1,0,0,0,0,1,0
1,3,2004,2,1,234900,1008,0,0,0,0,1,0,0,0,0,1,0
1,2,1928,2,1,129900,756,0,0,0,0,0,1,0,0,0,1,0
4,5,2008,2,1,504900,1208,0,0,0,0,0,1,0,0,0,0,1
1,2,1952,1,1,175000,986,0,0,0,0,1,0,0,0,0,0,1
2,5,1957,2,2,289900,1040,0,0,0,0,0,1,0,0,0,0,1
4,5,1956,3,1,1599000,2095,0,0,0,0,0,1,0,0,0,0,1
4,5,2011,2,2,459900,1551,0,0,0,0,1,0,0,0,0,1,0
2,3,2010,2,1,349900,1880,0,0,0,0,1,0,0,0,0,1,0
1,2,1976,0,1,89900,950,0,0,1,0,0,0,0,0,0,0,1
2,2,2010,1,1,219900,1058,1,0,0,0,0,0,0,0,0,1,0
2,2,1953,1,1,139900,672,0,0,0,0,0,1,0,0,0,1,0
2,3,1963,1,1,595000,1226,0,0,0,0,0,1,0,0,0,0,1
1,1,1936,0,1,180000,604,0,0,0,0,0,1,0,0,0,0,1
2,3,2024,2,1,549900,1415,0,0,0,0,0,1,0,0,0,1,0
3,5,1976,2,1,1575000,2144,0,0,0,0,0,1,0,0,0,0,1
1,2,1912,2,1,199900,678,0,0,0,0,0,1,0,0,0,0,1
2,3,2012,1,1,279900,966,0,0,0,0,1,0,0,0,0,1,0
2,3,1965,3,1,499500,1023,0,0,0,0,0,1,0,0,0,0,1
4,4,1983,2,1,449900,1562,0,0,0,0,1,0,0,0,0,0,1
4,4,1978,2,1,795000,2522,0,0,0,0,1,0,0,0,0,0,1
2,4,1973,1,1,319900,864,0,0,0,0,0,1,0,0,0,0,1
1,2,2013,2,1,206900,880,0,0,0,0,0,0,1,0,0,1,0
3,4,1985,1,2,449900,995,0,0,0,0,0,1,0,0,0,0,1
2,3,1965,2,1,324900,1340,0,0,0,0,0,1,0,0,0,1,0
4,4,1978,2,3,354000,2630,0,0,0,0,1,0,0,0,0,1,0
1,3,1946,0,1,149900,704,0,0,0,0,0,1,0,0,0,0,1
2,3,1962,1,1,349900,1504,0,0,0,0,0,1,0,0,0,1,0
2,3,1944,1,2,262900,888,0,0,0,0,0,1,0,0,0,0,1
1,2,1974,2,1,99900,909,1,0,0,0,0,0,0,0,0,1,0
3,4,2017,2,1,739000,1916,0,0,0,0,0,1,0,0,0,1,0
2,3,2015,2,1,349900,1200,0,0,0,0,1,0,0,0,0,0,1
4,4,2024,2,2,469900,1250,0,0,0,0,1,0,0,0,0,1,0
2,2,2012,1,1,379900,1346,0,0,0,0,0,0,1,0,0,1,0
2,3,2024,2,1,664900,1415,0,0,0,0,1,0,0,0,0,0,1
2,5,1988,3,2,499900,1380,0,1,0,0,0,0,0,0,0,0,1
3,3,2016,3,1,899900,1701,0,0,0,0,0,1,0,0,0,0,1
1,2,1927,1,1,169910,660,0,0,0,0,0,1,0,0,0,1,0
3,5,1975,2,1,389900,1124,0,0,0,0,0,1,0,0,0,1,0
4,5,2015,2,3,425000,2584,0,0,0,0,1,0,0,0,0,1,0
3,3,2009,2,1,479900,1118,0,0,0,0,0,0,1,0,0,1,0
2,4,1964,2,1,329900,1165,0,0,0,0,0,1,0,0,0,1,0
2,4,1971,2,1,305900,850,0,0,0,0,0,1,0,0,0,1,0
4,5,1990,2,1,968900,4436,0,0,0,0,1,0,0,0,0,1,0
2,2,2013,1,1,408800,1453,1,0,0,0,0,0,0,0,0,1,0
2,5,1978,2,1,286900,993,0,0,0,0,0,1,0,0,0,1,0
1,3,1945,1,1,124900,884,0,0,0,0,0,1,0,0,0,0,1
4,4,1927,2,1,789900,2400,0,0,0,0,1,0,0,0,0,0,1
4,4,2013,2,1,1299900,3457,0,0,0,0,0,1,0,0,0,1,0
2,3,1944,1,1,199900,760,0,0,0,0,0,1,0,0,0,0,1
4,5,2011,3,1,2250000,3351,0,0,0,0,0,1,0,0,0,0,1
2,2,2024,0,1,189900,924,0,0,1,0,0,0,0,0,0,0,1
2,2,2012,1,1,269900,943,0,0,0,0,1,0,0,0,0,1,0
2,3,2013,2,1,599000,1415,0,0,0,0,0,1,0,0,0,0,1
2,3,1964,1,1,335000,1608,0,1,0,0,0,0,0,0,0,1,0
4,5,2009,0,1,229000,1845,0,0,0,0,1,0,0,0,0,0,1
3,5,1976,1,1,379900,1000,0,0,0,0,0,1,0,0,0,0,1
3,3,1932,2,1,829900,2093,0,0,0,0,1,0,0,0,0,0,1
2,4,1926,1,1,94900,660,0,0,0,0,0,1,0,0,0,1,0
2,1,2016,1,1,474900,972,1,0,0,0,0,0,0,0,0,0,1
2,5,1974,1,1,309900,1076,0,0,0,0,0,1,0,0,0,1,0
4,5,1921,1,2,292000,1907,0,0,0,0,1,0,0,0,0,0,1
4,5,1952,2,1,655900,1346,0,0,0,0,1,0,0,0,0,0,1
2,2,2008,1,1,315000,1153,1,0,0,0,0,0,0,0,0,1,0
3,3,1929,1,1,399900,1335,0,0,0,0,1,0,0,0,0,0,1
3,3,2013,2,1,579800,2108,0,0,0,0,1,0,0,0,0,1,0
1,2,1968,1,1,277900,941,1,0,0,0,0,0,0,0,0,0,1
1,3,1976,2,1,127500,924,0,0,0,0,0,1,0,0,0,1,0
2,4,1976,1,2,357900,1182,0,0,0,0,0,1,0,0,0,0,1
1,1,2012,1,1,259900,829,0,0,0,0,0,0,1,0,0,1,0
1,1,1941,1,1,163000,824,0,0,0,0,0,1,0,0,0,0,1
2,3,1973,2,1,369900,1248,0,0,0,0,0,1,0,0,0,1,0
3,4,1986,2,1,376900,1013,0,0,0,0,0,1,0,0,0,1,0
4,5,2020,2,1,700000,2283,0,0,0,0,1,0,0,0,0,0,1
1,3,1914,2,1,149900,715,0,0,0,0,0,1,0,0,0,1,0
1,3,1942,1,1,274000,651,0,0,0,0,0,1,0,0,0,0,1
1,3,1953,2,1,159900,640,0,0,0,0,0,1,0,0,0,1,0
2,3,1990,1,1,324900,933,0,0,0,0,0,0,1,0,0,0,1
3,5,2014,2,1,799900,1669,0,0,0,0,0,1,0,0,0,0,1
3,5,1974,1,1,274900,1124,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,2,1,799900,1752,0,0,0,0,1,0,0,0,0,0,1
3,3,1978,0,1,340000,1259,0,0,0,0,0,1,0,0,0,0,1
4,4,2024,2,2,524900,1482,0,0,0,0,1,0,0,0,0,1,0
1,2,1967,2,1,189900,690,0,0,0,0,0,1,0,0,0,1,0
1,1,1962,2,1,149900,640,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,2,1,569900,1657,0,0,0,0,1,0,0,0,0,1,0
4,5,1988,2,1,349900,1344,0,0,0,0,0,1,0,0,0,1,0
2,5,1967,2,2,329900,1284,0,0,0,0,0,1,0,0,0,0,1
2,3,2013,2,1,499900,1302,0,0,0,0,0,1,0,0,0,1,0
1,2,1910,1,1,114000,648,0,0,0,0,0,1,0,0,0,1,0
2,4,2010,1,2,329900,1020,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,2,1,569900,1661,0,0,0,0,1,0,0,0,0,1,0
2,2,1985,1,1,589900,1757,0,0,0,0,0,0,0,0,1,0,1
2,2,2012,2,1,255000,1109,1,0,0,0,0,0,0,0,0,1,0
4,4,1986,2,1,549900,1700,0,0,0,0,1,0,0,0,0,0,1
4,5,2022,3,1,1380000,3067,0,0,0,0,1,0,0,0,0,0,1
3,5,2018,2,1,655000,1584,0,0,0,0,0,1,0,0,0,1,0
4,5,2004,1,2,374900,2164,0,0,0,0,1,0,0,0,0,1,0
2,3,2023,2,1,489900,1381,0,0,0,0,0,1,0,0,0,1,0
4,5,2024,2,2,599900,1460,0,0,0,0,0,1,0,0,0,0,1
2,1,2021,1,1,394900,790,0,0,0,0,1,0,0,0,0,0,1
2,4,1961,2,2,312500,1052,0,0,0,0,0,1,0,0,0,1,0
4,5,2013,3,1,1300000,2411,0,0,0,0,1,0,0,0,0,1,0
4,5,2006,2,1,699900,2302,0,0,0,0,1,0,0,0,0,1,0
2,4,2014,2,2,159999,988,0,0,0,0,0,1,0,0,0,1,0
3,3,1976,1,1,249900,1646,0,0,0,0,0,0,1,0,0,1,0
1,1,1987,1,1,90000,570,1,0,0,0,0,0,0,0,0,1,0
3,3,2023,1,1,449900,1421,0,0,0,0,1,0,0,0,0,1,0
2,4,1919,2,1,105000,760,0,0,0,0,0,1,0,0,0,1,0
2,3,1973,2,1,339900,1040,0,0,0,0,0,1,0,0,0,1,0
2,2,2008,1,1,249900,829,1,0,0,0,0,0,0,0,0,1,0
3,3,2013,2,1,649000,2248,0,0,0,0,1,0,0,0,0,1,0
2,2,1920,1,1,319900,1395,0,0,0,0,0,0,0,0,1,1,0
2,4,1960,2,1,319900,947,0,0,0,0,0,1,0,0,0,0,1
2,3,1926,2,1,315000,1460,0,0,0,0,1,0,0,0,0,1,0
1,3,1971,1,1,60000,1206,0,0,1,0,0,0,0,0,0,0,1
1,3,1964,1,1,119900,792,0,0,0,0,0,0,1,0,0,1,0
1,1,2010,1,1,274900,1143,1,0,0,0,0,0,0,0,0,0,1
1,3,1950,1,1,172900,920,0,0,0,0,0,1,0,0,0,0,1
3,3,1976,1,1,288800,1393,0,0,0,0,1,0,0,0,0,1,0
2,3,2013,1,1,479000,1214,0,0,0,0,0,1,0,0,0,0,1
2,2,1988,1,1,219900,1087,1,0,0,0,0,0,0,0,0,1,0
2,4,1956,2,2,409900,1099,0,0,0,0,0,1,0,0,0,0,1
2,3,1976,2,1,309900,822,0,0,0,0,0,1,0,0,0,1,0
1,1,2019,1,1,338000,541,1,0,0,0,0,0,0,0,0,0,1
2,5,1927,1,2,299900,1160,0,0,0,0,0,1,0,0,0,0,1
2,4,2010,2,2,274999,1020,0,0,0,0,0,1,0,0,0,1,0
2,4,1979,1,1,319500,1059,0,0,0,0,0,1,0,0,0,1,0
1,2,1916,1,1,59900,640,0,0,0,0,0,1,0,0,0,1,0
3,4,1982,2,1,437500,1706,0,0,0,0,0,1,0,0,0,1,0
1,1,1977,1,1,98900,586,1,0,0,0,0,0,0,0,0,1,0
2,3,1986,2,1,309900,965,0,0,0,0,0,1,0,0,0,1,0
2,4,1952,1,1,349900,1648,0,0,0,0,0,1,0,0,0,1,0
4,4,2013,2,1,339900,1330,0,0,0,0,1,0,0,0,0,0,1
3,3,2017,1,1,369900,1220,0,0,0,0,1,0,0,0,0,1,0
3,3,1994,2,1,1090000,2238,0,0,0,0,0,1,0,0,0,1,0
2,3,1950,1,1,285000,976,0,0,0,0,0,1,0,0,0,1,0
2,2,2016,1,1,264900,942,0,0,0,0,0,0,1,0,0,1,0
1,2,1925,1,1,180000,877,0,0,0,0,0,1,0,0,0,1,0
2,4,1931,2,1,789900,1712,0,0,0,0,1,0,0,0,0,0,1
2,1,2025,2,1,669900,1071,0,0,0,0,0,0,1,0,0,0,1
2,4,1955,1,1,264900,1176,0,0,0,0,0,1,0,0,0,1,0
3,3,1996,2,1,649000,1357,0,0,0,0,0,0,1,0,0,0,1
4,3,1978,2,1,654900,2600,0,0,0,0,1,0,0,0,0,0,1
2,3,1974,1,1,299000,853,0,0,0,0,0,1,0,0,0,0,1
3,3,2014,2,1,227900,1235,0,0,0,0,1,0,0,0,0,1,0
3,4,1988,2,1,379900,1053,0,0,0,0,0,1,0,0,0,1,0
2,2,1950,1,1,164900,816,0,0,0,0,0,1,0,0,0,1,0
2,3,2000,1,1,309800,1208,0,0,0,0,1,0,0,0,0,0,1
1,1,1965,1,1,99900,467,1,0,0,0,0,0,0,0,0,1,0
3,3,1979,1,1,309000,1290,0,0,0,0,0,1,0,0,0,0,1
1,1,2016,1,1,229900,614,1,0,0,0,0,0,0,0,0,0,1
2,4,1977,1,1,309900,967,0,0,0,0,0,1,0,0,0,1,0
1,3,1920,0,1,139900,735,0,0,0,0,0,1,0,0,0,0,1
3,5,1976,1,3,314900,924,0,1,0,0,0,0,0,0,0,1,0
2,4,1978,1,1,355000,868,0,0,0,0,0,1,0,0,0,0,1
3,3,2019,2,1,519900,1646,0,0,0,0,1,0,0,0,0,1,0
1,3,1947,2,1,284900,1056,0,0,0,0,0,1,0,0,0,0,1
2,1,2015,1,1,299000,866,0,0,0,0,0,1,0,0,0,1,0
1,2,1912,1,1,84900,720,0,0,0,0,0,1,0,0,0,1,0
4,5,1964,1,3,598500,1416,0,0,0,0,0,1,0,0,0,0,1
1,0,1915,0,1,104900,670,0,0,0,0,0,1,0,0,0,0,1
2,5,1953,2,2,189900,832,0,0,0,0,0,1,0,0,0,1,0
1,2,1967,2,1,179900,881,1,0,0,0,0,0,0,0,0,1,0
4,2,1910,2,1,260000,2004,0,0,0,0,1,0,0,0,0,1,0
2,3,1964,3,1,409500,872,0,0,0,0,0,1,0,0,0,0,1
1,3,1957,2,1,289900,1040,0,0,0,0,0,1,0,0,0,1,0
4,4,1979,2,1,745999,2172,0,0,0,0,1,0,0,0,0,0,1
1,1,2014,1,1,196900,538,1,0,0,0,0,0,0,0,0,0,1
4,5,2006,2,2,999900,2771,0,0,0,0,1,0,0,0,0,0,1
4,3,2014,2,1,698000,2188,0,0,0,0,1,0,0,0,0,0,1
1,3,1948,1,1,185000,732,0,0,0,0,0,1,0,0,0,1,0
2,3,1959,2,2,275000,1262,0,0,1,0,0,0,0,0,0,0,1
3,4,1976,2,1,224900,1088,0,0,0,0,0,1,0,0,0,0,1
2,4,1971,2,1,305900,850,0,0,0,0,0,1,0,0,0,1,0
2,3,1971,2,1,379900,867,0,0,0,0,0,1,0,0,0,0,1
3,5,1971,2,1,499900,1172,0,0,0,0,0,1,0,0,0,1,0
4,5,1979,2,2,524500,1246,0,0,0,0,0,1,0,0,0,0,1
1,3,1911,1,1,249000,880,0,0,0,0,0,1,0,0,0,1,0
2,2,1999,1,1,469900,1151,1,0,0,0,0,0,0,0,0,0,1
2,3,1955,2,2,247500,960,0,0,0,0,0,1,0,0,0,1,0
2,2,1986,1,1,149900,964,1,0,0,0,0,0,0,0,0,1,0
1,2,1928,1,1,112000,900,0,0,0,0,0,1,0,0,0,1,0
1,3,1975,1,1,255000,864,0,0,0,0,0,1,0,0,0,0,1
1,1,2014,1,1,229900,807,1,0,0,0,0,0,0,0,0,0,1
2,3,1911,1,2,254900,1485,0,0,0,0,1,0,0,0,0,1,0
3,5,1967,1,2,399000,930,0,0,0,0,0,1,0,0,0,0,1
4,4,2012,2,1,499900,1768,0,0,0,0,1,0,0,0,0,0,1
2,4,1954,2,2,170000,900,0,0,0,0,0,1,0,0,0,1,0
4,4,2015,2,1,889900,2455,0,0,0,0,1,0,0,0,0,0,1
2,3,1971,1,1,324900,1446,0,0,0,0,1,0,0,0,0,1,0
2,4,1956,2,2,274900,1176,0,0,0,0,0,1,0,0,0,1,0
3,3,1906,2,1,549900,2532,0,0,0,0,0,0,0,0,1,1,0
3,5,2015,2,2,629000,1216,0,0,0,0,0,1,0,0,0,0,1
2,3,1969,1,1,157900,1008,0,0,0,0,1,0,0,0,0,1,0
2,4,1952,1,1,210000,816,0,0,0,0,0,1,0,0,0,1,0
3,4,1981,1,1,329900,1154,0,0,0,0,0,1,0,0,0,1,0
2,2,1928,1,1,297700,927,0,0,0,0,0,1,0,0,0,1,0
4,4,2007,2,1,474900,1553,0,0,0,0,1,0,0,0,0,0,1
3,3,2015,2,1,427900,1770,0,0,0,0,0,0,1,0,0,0,1
3,3,2020,2,1,424900,1255,0,0,0,0,1,0,0,0,0,1,0
3,5,1972,2,2,449000,1300,0,0,0,0,0,1,0,0,0,0,1
2,2,1985,1,1,459900,1952,1,0,0,0,0,0,0,0,0,0,1
1,2,1930,1,1,159900,632,0,0,0,0,0,1,0,0,0,0,1
4,5,2012,3,1,915000,3802,0,0,0,0,1,0,0,0,0,1,0
3,5,2012,2,2,349900,1000,0,0,0,0,0,1,0,0,0,1,0
2,2,1912,1,1,474900,2476,0,0,0,0,0,0,0,0,1,1,0
3,4,2021,2,1,758900,1507,0,0,0,0,0,1,0,0,0,0,1
2,4,1946,1,2,450000,816,0,0,0,0,0,1,0,0,0,0,1
3,3,1995,2,1,1450000,3244,0,0,0,0,0,1,0,0,0,1,0
1,2,1966,1,1,134900,854,1,0,0,0,0,0,0,0,0,1,0
2,4,1972,2,1,265000,1408,0,0,0,0,0,1,0,0,0,1,0
4,5,2024,3,1,1759900,2436,0,0,0,0,1,0,0,0,0,0,1
3,5,1944,1,1,469000,1839,0,0,0,0,1,0,0,0,0,0,1
1,3,1950,1,1,239900,966,0,0,0,0,0,1,0,0,0,1,0
2,5,1977,1,2,289000,1016,0,0,0,0,0,1,0,0,0,1,0
1,1,1976,1,1,92900,771,1,0,0,0,0,0,0,0,0,1,0
2,4,1962,2,1,285000,1000,0,0,0,0,0,1,0,0,0,1,0
3,3,2024,1,1,514900,1520,0,0,0,0,1,0,0,0,0,1,0
2,5,1959,2,2,349900,1195,0,0,0,0,0,1,0,0,0,1,0
1,2,2010,2,1,184999,768,0,0,0,0,0,0,1,0,0,1,0
2,3,1960,2,1,264900,1040,0,0,0,0,0,1,0,0,0,1,0
4,4,2019,3,1,1190000,2947,0,0,0,0,1,0,0,0,0,0,1
2,1,1970,1,1,319900,1260,0,0,0,0,0,0,0,0,1,0,1
2,1,1960,1,1,324500,1292,1,0,0,0,0,0,0,0,0,0,1
1,3,1972,1,1,329900,850,0,0,0,0,0,1,0,0,0,0,1
3,3,1927,2,1,509900,1167,0,0,0,0,0,1,0,0,0,0,1
1,1,1912,1,1,179900,530,0,0,0,0,0,1,0,0,0,0,1
4,4,2011,2,1,659900,1899,0,0,0,0,1,0,0,0,0,0,1
1,2,1978,0,1,114900,796,1,0,0,0,0,0,0,0,0,0,1
4,4,2015,3,1,1975000,3953,0,0,0,0,1,0,0,0,0,1,0
3,3,1987,1,1,419900,1371,0,0,0,0,0,0,1,0,0,0,1
1,1,1929,2,1,64900,558,0,0,0,0,0,1,0,0,0,1,0
2,3,1926,1,2,349900,640,0,0,0,0,0,1,0,0,0,0,1
3,3,1929,1,1,399900,1335,0,0,0,0,1,0,0,0,0,0,1
2,3,1975,2,1,219900,1016,0,0,0,0,1,0,0,0,0,1,0
2,2,1920,1,1,319900,1053,0,0,0,0,0,1,0,0,0,1,0
2,4,1966,1,1,325000,1005,0,0,0,0,0,1,0,0,0,0,1
2,2,1950,1,1,164900,816,0,0,0,0,0,1,0,0,0,1,0
3,5,1984,2,1,509900,1420,0,0,0,0,0,1,0,0,0,0,1
2,3,2011,2,1,369900,856,0,0,0,0,0,1,0,0,0,1,0
2,4,2010,1,2,329900,1020,0,0,0,0,0,1,0,0,0,1,0
4,4,2014,3,1,1225900,2495,0,0,0,0,1,0,0,0,0,0,1
4,4,2007,3,1,668000,1966,0,0,0,0,1,0,0,0,0,1,0
4,4,1969,2,1,539900,1704,0,0,0,0,1,0,0,0,0,0,1
4,4,1971,2,1,899900,4370,0,0,0,0,1,0,0,0,0,1,0
